game_name,participant ID,trial_no,tool,posx,posy,success,attempt #,Gravity
Bridge,1770,15,obj1,299.5900116,541,1,1,400
Launch_A,1770,16,obj2,113.5900116,238,0,1,400
Launch_A,1770,16,obj2,128.5900116,179,0,2,400
Launch_A,1770,16,obj2,127.5900116,90,1,3,400
Towers_B,1770,17,obj2,255.5900116,157,0,1,400
Towers_B,1770,17,obj2,269.5900116,46,1,2,400
Catapult,1770,18,obj1,179.5900116,300,0,1,400
Catapult,1770,18,obj2,167.5900116,202,0,2,400
Catapult,1770,18,obj3,144.5900116,305,0,3,400
Catapult,1770,18,obj2,157.5900116,250,0,4,400
Catapult,1770,18,obj1,179.5900116,34,0,5,400
Catapult,1770,18,obj2,164.5900116,43,0,6,400
Catapult,1770,18,obj3,154.5900116,23,0,7,400
Catapult,1770,18,obj1,177.5900116,345,0,8,400
Catapult,1770,18,obj3,159.5900116,362,0,9,400
Catapult,1770,18,obj2,153.5900116,423,0,10,400
Catapult,1770,18,obj2,163.5900116,406,0,11,400
Catapult,1770,18,obj1,206.5900116,31,0,12,400
FridgeMagnet,1770,19,obj1,43.5900116,35,0,1,400
FridgeMagnet,1770,19,obj2,24.5900116,33,1,2,400
Chaining,1770,20,obj1,48.5900116,76,0,1,400
Chaining,1770,20,obj1,44.5900116,32,0,2,400
Chaining,1770,20,obj3,60.5900116,24,0,3,400
Chaining,1770,20,obj1,33.5900116,30,0,4,400
Chaining,1770,20,obj2,547.5900116,342,0,5,400
Chaining,1770,20,obj1,35.5900116,42,0,6,400
Chaining,1770,20,obj1,67.5900116,32,0,7,400
Chaining,1770,20,obj2,47.5900116,32,0,8,400
Chaining,1770,20,obj2,62.5900116,32,0,9,400
Chaining,1770,20,obj2,65.5900116,29,0,10,400
Chaining,1770,20,obj2,41.5900116,29,0,11,400
Chaining,1770,20,obj2,40.5900116,30,0,12,400
Table_A,1770,21,obj2,434.5900116,563,1,1,400
Collapse,1770,22,obj1,283.5900116,290,1,1,100
Remove,1770,23,obj1,33.5900116,25,1,1,100
SeeSaw,1770,24,obj3,322.5900116,557,0,1,100
SeeSaw,1770,24,obj1,318.5900116,555,1,2,100
Funnel,1770,25,obj1,63.5900116,51,0,1,100
Funnel,1770,25,obj2,30.5900116,76,1,2,100
DoubleDown,1770,26,obj1,384.5900116,335,0,1,100
DoubleDown,1770,26,obj1,348.5900116,42,0,2,100
DoubleDown,1770,26,obj1,379.5900116,59,1,3,100
CatapultAlt,1770,27,obj2,291.5900116,219,0,1,100
CatapultAlt,1770,27,obj2,239.5900116,40,1,2,100
Towers_A,1770,28,obj2,265.5900116,55,1,1,100
Basic,1991,1,obj2,66,315,1,1,200
Basic_v2,1991,2,obj1,525,243,0,1,200
Basic_v2,1991,2,obj1,541,28,0,2,200
Basic_v2,1991,2,obj1,518,34,1,3,200
Table_v2,1991,3,obj3,514,230,0,1,200
Table_v2,1991,3,obj1,492,255,0,2,200
Table_v2,1991,3,obj1,497,75,0,3,200
Table_v2,1991,3,obj1,178,540,1,4,200
Falling_B,1991,4,obj1,469,165,0,1,200
Falling_B,1991,4,obj2,316,260,0,2,200
Falling_B,1991,4,obj1,453,226,0,3,200
Falling_B,1991,4,obj2,269,44,0,4,200
Falling_B,1991,4,obj1,388,74,0,5,200
Falling_B,1991,4,obj2,382,57,0,6,200
Basic,1585,1,obj2,97,273.5,0,1,200
Basic,1585,1,obj3,52,330.5,1,2,200
Basic_v2,1585,2,obj3,547,105.5,0,1,200
Basic_v2,1585,2,obj2,520,80.5,0,2,200
Basic_v2,1585,2,obj2,522,31.5,0,3,200
Basic_v2,1585,2,obj2,516,26.5,0,4,200
Basic_v2,1585,2,obj3,541,18.5,0,5,200
Basic_v2,1585,2,obj1,523,41.5,0,6,200
Basic_v2,1585,2,obj1,516,18.5,1,7,200
Unsupport,1585,3,obj2,311,15.5,0,1,200
Unsupport,1585,3,obj1,40,34.5,0,2,200
Unsupport,1585,3,obj3,212,66.5,0,3,200
Unsupport,1585,3,obj2,489,32.5,0,4,200
Unsupport,1585,3,obj3,32,29.5,0,5,200
Unsupport,1585,3,obj2,494,34.5,0,6,200
Unsupport,1585,3,obj3,479,29.5,0,7,200
Unsupport,1585,3,obj1,558,34.5,0,8,200
Unsupport,1585,3,obj1,68,39.5,1,9,200
Falling_B,1585,4,obj3,303,208.5,0,1,200
Falling_B,1585,4,obj2,380,97.5,0,2,200
Falling_B,1585,4,obj1,206,123.5,0,3,200
Falling_B,1585,4,obj2,309,41.5,0,4,200
Falling_B,1585,4,obj3,223,21.5,0,5,200
Falling_B,1585,4,obj3,385,16.5,0,6,200
Falling_B,1585,4,obj3,363,17.5,0,7,200
Falling_B,1585,4,obj1,351,41.5,0,8,200
Falling_B,1585,4,obj1,358,39.5,0,9,200
Falling_B,1585,4,obj2,352,47.5,0,10,200
Falling_B,1585,4,obj3,376,21.5,0,11,200
Falling_B,1585,4,obj2,364,47.5,1,12,200
BalanceUnder,1585,5,obj1,24,25.5,0,1,200
BalanceUnder,1585,5,obj2,336,35.5,0,2,200
BalanceUnder,1585,5,obj2,331,157.5,0,3,200
BalanceUnder,1585,5,obj3,298,319.5,0,4,200
BalanceUnder,1585,5,obj3,270,339.5,1,5,200
BridgeAlt,1585,6,obj3,315,507.5,1,1,200
Balance,1585,7,obj3,287,276.5,0,1,200
Balance,1585,7,obj3,325,283.5,0,2,200
Balance,1585,7,obj3,467,187.5,1,3,200
Shove,1585,8,obj2,317,35.5,0,1,200
Shove,1585,8,obj1,424,36.5,0,2,200
Shove,1585,8,obj2,306,275.5,1,3,200
Launch_B,1585,9,obj1,103,39.5,0,1,200
Launch_B,1585,9,obj3,90,47.5,0,2,200
Launch_B,1585,9,obj3,127,46.5,0,3,200
Launch_B,1585,9,obj2,96,17.5,0,4,200
Launch_B,1585,9,obj2,100,15.5,0,5,200
Launch_B,1585,9,obj2,95,13.5,0,6,200
Launch_B,1585,9,obj2,91,15.5,0,7,200
Launch_B,1585,9,obj2,100,205.5,0,8,200
Launch_B,1585,9,obj2,90,13.5,0,9,200
Launch_B,1585,9,obj1,172,93.5,0,10,200
Launch_B,1585,9,obj2,98,14.5,0,11,200
Launch_B,1585,9,obj2,93,18.5,0,12,200
Filler,1585,10,obj3,243,257.5,1,1,200
Backup,1585,11,obj1,199,27.5,0,1,200
Backup,1585,11,obj3,540,31.5,0,2,200
Backup,1585,11,obj3,567,229.5,0,3,200
Backup,1585,11,obj2,580,138.5,0,4,200
Backup,1585,11,obj2,544,149.5,0,5,200
Backup,1585,11,obj1,565,144.5,0,6,200
Backup,1585,11,obj1,265,103.5,1,7,200
Falling_v2,1585,12,obj3,336,123.5,0,1,200
Falling_v2,1585,12,obj2,331,35.5,0,2,200
Falling_v2,1585,12,obj1,342,39.5,0,3,200
Falling_v2,1585,12,obj3,333,44.5,0,4,200
Falling_v2,1585,12,obj3,337,44.5,0,5,200
Falling_v2,1585,12,obj1,330,34.5,0,6,200
Falling_v2,1585,12,obj2,333,32.5,0,7,200
Falling_v2,1585,12,obj2,314,30.5,0,8,200
Falling_v2,1585,12,obj2,332,32.5,0,9,200
Falling_v2,1585,12,obj1,334,37.5,0,10,200
Falling_v2,1585,12,obj1,334,37.5,0,11,200
Falling_v2,1585,12,obj3,344,46.5,0,12,200
Table_v2,1585,13,obj1,539,67.5,0,1,200
Table_v2,1585,13,obj1,189,553.5,1,2,200
Table_B,1585,14,obj2,410,425.5,0,1,200
Table_B,1585,14,obj1,424,64.5,0,2,200
Table_B,1585,14,obj1,239,57.5,0,3,200
Table_B,1585,14,obj2,396,441.5,0,4,200
Table_B,1585,14,obj1,407,405.5,0,5,200
Table_B,1585,14,obj1,321,356.5,0,6,200
Table_B,1585,14,obj3,167,323.5,0,7,200
Table_B,1585,14,obj3,206,392.5,0,8,200
Table_B,1585,14,obj2,265,280.5,0,9,200
Table_B,1585,14,obj1,234,405.5,0,10,200
Table_B,1585,14,obj3,229,517.5,0,11,200
Table_B,1585,14,obj2,253,526.5,0,12,200
Funnel,1585,15,obj2,254,59.5,1,1,400
Remove,1585,16,obj1,33,22.5,1,1,400
Collapse,1585,17,obj1,297,81.5,1,1,400
CatapultAlt,1585,18,obj2,288,68.5,1,1,400
Towers_A,1585,19,obj1,336,87.5,1,1,400
SeeSaw,1585,20,obj1,318,555.5,0,1,400
SeeSaw,1585,20,obj1,338,554.5,0,2,400
SeeSaw,1585,20,obj3,261,432.5,0,3,400
SeeSaw,1585,20,obj1,320,555.5,0,4,400
SeeSaw,1585,20,obj1,330,555.5,0,5,400
SeeSaw,1585,20,obj3,46,110.5,0,6,400
SeeSaw,1585,20,obj1,315,554.5,1,7,400
DoubleDown,1585,21,obj1,370,43.5,1,1,400
Chaining,1585,22,obj1,35,32.5,0,1,100
Chaining,1585,22,obj2,58,31.5,0,2,100
Chaining,1585,22,obj2,63,29.5,0,3,100
Chaining,1585,22,obj3,523,30.5,0,4,100
Chaining,1585,22,obj2,543,34.5,0,5,100
Chaining,1585,22,obj2,544,31.5,0,6,100
Chaining,1585,22,obj2,540,32.5,0,7,100
Chaining,1585,22,obj2,538,29.5,0,8,100
Chaining,1585,22,obj2,534,28.5,0,9,100
Chaining,1585,22,obj1,546,29.5,0,10,100
Chaining,1585,22,obj2,43,28.5,0,11,100
Chaining,1585,22,obj3,75,27.5,0,12,100
FridgeMagnet,1585,23,obj1,338,35.5,0,1,100
FridgeMagnet,1585,23,obj2,317,129.5,0,2,100
FridgeMagnet,1585,23,obj3,319,132.5,0,3,100
FridgeMagnet,1585,23,obj2,297,129.5,0,4,100
FridgeMagnet,1585,23,obj2,317,129.5,0,5,100
FridgeMagnet,1585,23,obj2,323,130.5,0,6,100
FridgeMagnet,1585,23,obj2,325,21.5,0,7,100
FridgeMagnet,1585,23,obj3,327,123.5,0,8,100
FridgeMagnet,1585,23,obj3,330,123.5,0,9,100
FridgeMagnet,1585,23,obj3,327,124.5,0,10,100
FridgeMagnet,1585,23,obj3,321,123.5,0,11,100
FridgeMagnet,1585,23,obj3,297,113.5,0,12,100
Catapult,1585,24,obj2,387,346.5,0,1,100
Catapult,1585,24,obj3,427,412.5,0,2,100
Catapult,1585,24,obj2,460,455.5,0,3,100
Catapult,1585,24,obj2,368,143.5,1,4,100
Towers_B,1585,25,obj1,327,355.5,0,1,100
Towers_B,1585,25,obj2,355,45.5,0,2,100
Towers_B,1585,25,obj1,351,47.5,0,3,100
Towers_B,1585,25,obj2,245,42.5,1,4,100
Launch_A,1585,26,obj2,93,15.5,1,1,100
Table_A,1585,27,obj2,387,566.5,1,1,100
Bridge,1585,28,obj1,301,553.5,1,1,100
Basic,1592,1,obj3,90.5,382.5,0,1,200
Basic,1592,1,obj1,159.5,249.5,0,2,200
Basic,1592,1,obj2,162.5,540.5,0,3,200
Basic,1592,1,obj2,82.5,230.5,0,4,200
Basic,1592,1,obj1,74.5,257.5,0,5,200
Basic,1592,1,obj1,70.5,170.5,1,6,200
Basic_v2,1592,2,obj1,416.5,147.5,0,1,200
Basic_v2,1592,2,obj1,528.5,148.5,0,2,200
Basic_v2,1592,2,obj1,525.5,54.5,0,3,200
Basic_v2,1592,2,obj1,508.5,29.5,1,4,200
Table_v2,1592,3,obj2,522.5,135.5,0,1,200
Table_v2,1592,3,obj1,237.5,549.5,1,2,200
BalanceUnder,1592,4,obj3,268.5,342.5,1,1,200
Balance,1592,5,obj2,292.5,250.5,0,1,200
Balance,1592,5,obj2,182.5,555.5,0,2,200
Balance,1592,5,obj3,399.5,268.5,0,3,200
Balance,1592,5,obj1,181.5,559.5,0,4,200
Balance,1592,5,obj2,167.5,487.5,0,5,200
Balance,1592,5,obj3,419.5,282.5,0,6,200
Balance,1592,5,obj2,163.5,488.5,0,7,200
Balance,1592,5,obj1,134.5,493.5,0,8,200
Balance,1592,5,obj1,134.5,494.5,0,9,200
Balance,1592,5,obj2,144.5,487.5,0,10,200
Balance,1592,5,obj2,137.5,487.5,0,11,200
Balance,1592,5,obj1,130.5,491.5,0,12,200
Shove,1592,6,obj3,312.5,523.5,0,1,200
Shove,1592,6,obj1,338.5,500.5,0,2,200
Shove,1592,6,obj2,342.5,497.5,0,3,200
Shove,1592,6,obj1,423.5,33.5,0,4,200
Shove,1592,6,obj2,340.5,389.5,0,5,200
Shove,1592,6,obj2,355.5,223.5,1,6,200
Backup,1592,7,obj1,252.5,35.5,0,1,200
Backup,1592,7,obj1,255.5,29.5,0,2,200
Backup,1592,7,obj2,263.5,49.5,1,3,200
Launch_B,1592,8,obj1,90.5,299.5,0,1,200
Launch_B,1592,8,obj2,104.5,353.5,0,2,200
Launch_B,1592,8,obj3,65.5,291.5,0,3,200
Launch_B,1592,8,obj3,83.5,145.5,0,4,200
Launch_B,1592,8,obj2,102.5,356.5,0,5,200
Launch_B,1592,8,obj2,111.5,357.5,0,6,200
Launch_B,1592,8,obj3,86.5,356.5,0,7,200
Launch_B,1592,8,obj2,108.5,351.5,0,8,200
Launch_B,1592,8,obj2,97.5,349.5,0,9,200
Launch_B,1592,8,obj1,101.5,364.5,0,10,200
Launch_B,1592,8,obj2,108.5,356.5,0,11,200
Launch_B,1592,8,obj2,102.5,356.5,0,12,200
Unsupport,1592,9,obj1,281.5,353.5,0,1,200
Unsupport,1592,9,obj1,549.5,32.5,0,2,200
Unsupport,1592,9,obj2,45.5,70.5,0,3,200
Unsupport,1592,9,obj3,57.5,79.5,0,4,200
Unsupport,1592,9,obj3,535.5,30.5,0,5,200
Unsupport,1592,9,obj3,61.5,72.5,0,6,200
Unsupport,1592,9,obj1,342.5,39.5,0,7,200
Unsupport,1592,9,obj3,519.5,45.5,0,8,200
Unsupport,1592,9,obj3,55.5,27.5,0,9,200
Unsupport,1592,9,obj3,548.5,32.5,0,10,200
Unsupport,1592,9,obj3,73.5,35.5,0,11,200
Falling_v2,1592,10,obj3,348.5,355.5,0,1,200
Falling_v2,1592,10,obj1,330.5,344.5,0,2,200
Falling_v2,1592,10,obj3,305.5,354.5,1,3,200
BridgeAlt,1592,11,obj3,317.5,500.5,1,1,200
Table_B,1592,12,obj3,435.5,556.5,0,1,200
Table_B,1592,12,obj3,324.5,557.5,0,2,200
Table_B,1592,12,obj1,587.5,281.5,0,3,200
Table_B,1592,12,obj2,308.5,550.5,0,4,200
Table_B,1592,12,obj1,321.5,544.5,0,5,200
Table_B,1592,12,obj1,323.5,545.5,0,6,200
Table_B,1592,12,obj1,324.5,546.5,0,7,200
Table_B,1592,12,obj1,317.5,543.5,0,8,200
Table_B,1592,12,obj1,320.5,543.5,0,9,200
Table_B,1592,12,obj1,318.5,542.5,0,10,200
Table_B,1592,12,obj2,423.5,531.5,0,11,200
Table_B,1592,12,obj1,319.5,542.5,0,12,200
Filler,1592,13,obj3,241.5,250.5,1,1,200
Falling_B,1592,14,obj3,403.5,247.5,0,1,200
Falling_B,1592,14,obj2,353.5,75.5,0,2,200
Falling_B,1592,14,obj2,398.5,48.5,0,3,200
Falling_B,1592,14,obj2,329.5,48.5,0,4,200
Falling_B,1592,14,obj3,399.5,70.5,0,5,200
Falling_B,1592,14,obj1,375.5,87.5,0,6,200
Falling_B,1592,14,obj3,402.5,20.5,0,7,200
Falling_B,1592,14,obj2,343.5,53.5,0,8,200
Falling_B,1592,14,obj2,367.5,77.5,0,9,200
Falling_B,1592,14,obj2,375.5,53.5,0,10,200
Falling_B,1592,14,obj2,355.5,54.5,0,11,200
Falling_B,1592,14,obj3,386.5,36.5,0,12,200
DoubleDown,1592,15,obj2,350.5,29.5,0,1,400
DoubleDown,1592,15,obj1,369.5,64.5,1,2,400
Funnel,1592,16,obj1,521.5,51.5,0,1,400
Funnel,1592,16,obj2,578.5,23.5,1,2,400
CatapultAlt,1592,17,obj1,508.5,260.5,0,1,400
CatapultAlt,1592,17,obj2,262.5,426.5,0,2,400
CatapultAlt,1592,17,obj2,239.5,40.5,0,3,400
CatapultAlt,1592,17,obj2,250.5,39.5,0,4,400
CatapultAlt,1592,17,obj2,243.5,45.5,1,5,400
Collapse,1592,18,obj2,545.5,42.5,0,1,400
Collapse,1592,18,obj1,271.5,29.5,0,2,400
Collapse,1592,18,obj1,325.5,35.5,1,3,400
Remove,1592,19,obj1,337.5,17.5,0,1,400
Remove,1592,19,obj1,340.5,20.5,0,2,400
Remove,1592,19,obj3,333.5,274.5,1,3,400
SeeSaw,1592,20,obj3,321.5,536.5,0,1,400
SeeSaw,1592,20,obj1,317.5,553.5,0,2,400
SeeSaw,1592,20,obj1,317.5,554.5,1,3,400
Towers_A,1592,21,obj1,362.5,43.5,0,1,400
Towers_A,1592,21,obj1,385.5,43.5,0,2,400
Towers_A,1592,21,obj1,370.5,41.5,0,3,400
Towers_A,1592,21,obj1,342.5,40.5,1,4,400
Chaining,1592,22,obj1,45.5,228.5,0,1,100
Chaining,1592,22,obj1,49.5,28.5,1,2,100
Towers_B,1592,23,obj2,216.5,45.5,0,1,100
Towers_B,1592,23,obj2,249.5,248.5,0,2,100
Towers_B,1592,23,obj2,228.5,240.5,0,3,100
Towers_B,1592,23,obj2,236.5,282.5,0,4,100
Towers_B,1592,23,obj2,230.5,240.5,1,5,100
Launch_A,1592,24,obj1,113.5,367.5,0,1,100
Launch_A,1592,24,obj2,107.5,351.5,0,2,100
Launch_A,1592,24,obj3,82.5,264.5,0,3,100
Launch_A,1592,24,obj2,100.5,353.5,0,4,100
Launch_A,1592,24,obj2,138.5,302.5,0,5,100
Launch_A,1592,24,obj2,107.5,311.5,0,6,100
Launch_A,1592,24,obj2,120.5,304.5,0,7,100
Launch_A,1592,24,obj2,126.5,298.5,0,8,100
Launch_A,1592,24,obj2,122.5,302.5,0,9,100
Launch_A,1592,24,obj2,119.5,303.5,0,10,100
Launch_A,1592,24,obj1,113.5,368.5,0,11,100
Launch_A,1592,24,obj3,48.5,203.5,0,12,100
FridgeMagnet,1592,25,obj1,329.5,52.5,0,1,100
FridgeMagnet,1592,25,obj3,322.5,126.5,0,2,100
FridgeMagnet,1592,25,obj2,319.5,130.5,0,3,100
FridgeMagnet,1592,25,obj3,331.5,132.5,0,4,100
FridgeMagnet,1592,25,obj2,21.5,29.5,0,5,100
FridgeMagnet,1592,25,obj3,18.5,20.5,0,6,100
FridgeMagnet,1592,25,obj3,19.5,19.5,0,7,100
FridgeMagnet,1592,25,obj3,32.5,24.5,0,8,100
FridgeMagnet,1592,25,obj1,39.5,34.5,0,9,100
FridgeMagnet,1592,25,obj2,323.5,23.5,0,10,100
FridgeMagnet,1592,25,obj2,24.5,24.5,1,11,100
Bridge,1592,26,obj1,305.5,542.5,1,1,100
Table_A,1592,27,obj3,412.5,554.5,0,1,100
Table_A,1592,27,obj2,434.5,534.5,1,2,100
Catapult,1592,28,obj2,481.5,150.5,0,1,100
Catapult,1592,28,obj2,436.5,422.5,0,2,100
Catapult,1592,28,obj2,380.5,165.5,1,3,100
Basic,1596,1,obj1,70,349,1,1,200
Basic_v2,1596,2,obj3,527,388,0,1,200
Basic_v2,1596,2,obj1,265,568,0,2,200
Basic_v2,1596,2,obj2,558,339,0,3,200
Basic_v2,1596,2,obj1,531,355,0,4,200
Basic_v2,1596,2,obj3,420,366,0,5,200
Basic_v2,1596,2,obj2,528,226,0,6,200
Basic_v2,1596,2,obj1,239,494,0,7,200
Basic_v2,1596,2,obj3,407,385,0,8,200
Basic_v2,1596,2,obj1,525,352,0,9,200
Basic_v2,1596,2,obj3,511,219,0,10,200
Basic_v2,1596,2,obj3,470,235,0,11,200
Basic_v2,1596,2,obj3,494,187,0,12,200
Table_v2,1596,3,obj1,161,533,1,1,200
Backup,1596,4,obj3,282,149,0,1,200
Backup,1596,4,obj1,288,81,0,2,200
Backup,1596,4,obj3,293,182,0,3,200
Backup,1596,4,obj2,266,111,0,4,200
Backup,1596,4,obj2,267,130,0,5,200
Backup,1596,4,obj1,265,194,0,6,200
Backup,1596,4,obj3,254,145,0,7,200
Backup,1596,4,obj2,244,126,0,8,200
Backup,1596,4,obj3,285,179,0,9,200
Backup,1596,4,obj3,267,150,0,10,200
Backup,1596,4,obj2,271,129,0,11,200
Backup,1596,4,obj1,272,152,0,12,200
Shove,1596,5,obj3,412,213,0,1,200
Shove,1596,5,obj3,366,182,0,2,200
Shove,1596,5,obj1,412,219,1,3,200
Unsupport,1596,6,obj3,468,361,0,1,200
Unsupport,1596,6,obj3,36,115,0,2,200
Unsupport,1596,6,obj1,59,48,1,3,200
BridgeAlt,1596,7,obj3,325,465,0,1,200
BridgeAlt,1596,7,obj3,324,470,0,2,200
BridgeAlt,1596,7,obj1,310,517,0,3,200
BridgeAlt,1596,7,obj1,332,523,0,4,200
BridgeAlt,1596,7,obj2,315,504,0,5,200
BridgeAlt,1596,7,obj3,359,455,0,6,200
BridgeAlt,1596,7,obj3,257,462,0,7,200
BridgeAlt,1596,7,obj3,291,467,0,8,200
BridgeAlt,1596,7,obj1,344,455,0,9,200
BridgeAlt,1596,7,obj1,278,414,0,10,200
BridgeAlt,1596,7,obj3,402,422,0,11,200
BridgeAlt,1596,7,obj3,261,453,0,12,200
Balance,1596,8,obj2,293,235,0,1,200
Balance,1596,8,obj3,303,273,0,2,200
Balance,1596,8,obj3,399,282,0,3,200
Balance,1596,8,obj3,444,286,0,4,200
Balance,1596,8,obj3,462,269,1,5,200
Table_B,1596,9,obj3,263,542,0,1,200
Table_B,1596,9,obj1,438,541,0,2,200
Table_B,1596,9,obj2,434,547,0,3,200
Table_B,1596,9,obj3,314,551,0,4,200
Table_B,1596,9,obj3,184,456,0,5,200
Table_B,1596,9,obj1,467,476,0,6,200
Table_B,1596,9,obj2,434,552,0,7,200
Table_B,1596,9,obj2,321,549,0,8,200
Table_B,1596,9,obj3,378,566,0,9,200
Table_B,1596,9,obj2,353,548,0,10,200
Table_B,1596,9,obj1,267,385,0,11,200
Table_B,1596,9,obj2,246,415,0,12,200
BalanceUnder,1596,10,obj1,332,330,1,1,200
Filler,1596,11,obj3,253,135,0,1,200
Filler,1596,11,obj3,247,173,0,2,200
Filler,1596,11,obj3,251,108,0,3,200
Filler,1596,11,obj3,236,108,0,4,200
Filler,1596,11,obj3,240,127,1,5,200
Falling_v2,1596,12,obj2,366,221,0,1,200
Falling_v2,1596,12,obj3,303,359,1,2,200
Launch_B,1596,13,obj2,323,362,0,1,200
Launch_B,1596,13,obj3,347,429,0,2,200
Launch_B,1596,13,obj1,62,315,0,3,200
Launch_B,1596,13,obj1,99,329,0,4,200
Launch_B,1596,13,obj2,114,305,0,5,200
Launch_B,1596,13,obj2,108,290,0,6,200
Launch_B,1596,13,obj2,118,305,0,7,200
Launch_B,1596,13,obj3,146,281,0,8,200
Launch_B,1596,13,obj3,126,259,0,9,200
Launch_B,1596,13,obj2,136,272,0,10,200
Launch_B,1596,13,obj1,130,277,0,11,200
Launch_B,1596,13,obj1,106,237,0,12,200
Falling_B,1596,14,obj3,376,211,0,1,200
Falling_B,1596,14,obj3,417,257,0,2,200
Falling_B,1596,14,obj3,392,260,0,3,200
Falling_B,1596,14,obj3,210,266,0,4,200
Falling_B,1596,14,obj3,223,266,0,5,200
Falling_B,1596,14,obj3,208,262,0,6,200
Falling_B,1596,14,obj3,267,234,0,7,200
Falling_B,1596,14,obj3,203,262,0,8,200
Falling_B,1596,14,obj3,237,190,0,9,200
Falling_B,1596,14,obj1,231,245,0,10,200
Falling_B,1596,14,obj1,374,262,0,11,200
Falling_B,1596,14,obj2,376,260,0,12,200
Basic,1597,1,obj1,532,453,0,1,200
Basic,1597,1,obj1,505,448,0,2,200
Basic,1597,1,obj1,518,419,0,3,200
Basic,1597,1,obj1,79,313,0,4,200
Basic,1597,1,obj1,421,327,0,5,200
Basic,1597,1,obj1,89,315,0,6,200
Basic,1597,1,obj1,535,402,0,7,200
Basic,1597,1,obj1,545,421,0,8,200
Basic,1597,1,obj1,505,364,0,9,200
Basic,1597,1,obj1,486,352,0,10,200
Basic,1597,1,obj1,494,321,0,11,200
Basic,1597,1,obj1,493,361,0,12,200
Basic_v2,1597,2,obj1,229,304,0,1,200
Basic_v2,1597,2,obj3,523,319,0,2,200
Basic_v2,1597,2,obj3,536,297,0,3,200
Basic_v2,1597,2,obj3,526,299,0,4,200
Basic_v2,1597,2,obj3,531,282,0,5,200
Basic_v2,1597,2,obj3,530,306,0,6,200
Basic_v2,1597,2,obj3,493,301,0,7,200
Basic_v2,1597,2,obj3,553,305,0,11,200
Basic_v2,1597,2,obj3,553,290,0,12,200
Falling_v2,1597,3,obj3,558,368,0,1,200
Falling_v2,1597,3,obj3,531,347,0,2,200
Falling_v2,1597,3,obj3,551,357,0,3,200
Falling_v2,1597,3,obj3,558,339,0,4,200
Falling_v2,1597,3,obj3,558,350,0,5,200
Falling_v2,1597,3,obj3,555,334,0,6,200
Falling_v2,1597,3,obj3,551,349,0,8,200
Falling_v2,1597,3,obj3,558,347,0,10,200
Falling_v2,1597,3,obj3,546,345,0,11,200
Falling_v2,1597,3,obj3,555,342,0,12,200
Balance,1597,4,obj3,552,326,0,1,200
Balance,1597,4,obj3,553,329,0,2,200
Balance,1597,4,obj3,565,332,0,3,200
Balance,1597,4,obj3,566,343,0,4,200
Balance,1597,4,obj3,555,359,0,6,200
Balance,1597,4,obj3,561,343,0,7,200
SeeSaw,1597,15,obj3,306,538,0,1,400
SeeSaw,1597,15,obj1,373,553,0,2,400
SeeSaw,1597,15,obj2,268,559,0,3,400
SeeSaw,1597,15,obj1,315,554,1,4,400
Funnel,1597,16,obj2,123,52,1,1,400
Collapse,1597,17,obj1,130,278,0,1,400
Collapse,1597,17,obj2,288,354,0,2,400
Collapse,1597,17,obj1,285,312,1,3,400
Remove,1597,18,obj1,350,246,0,1,400
Remove,1597,18,obj2,325,250,1,2,400
DoubleDown,1597,19,obj1,356,71,0,1,400
DoubleDown,1597,19,obj1,383,38,1,2,400
Towers_A,1597,20,obj2,252,290,1,1,400
CatapultAlt,1597,21,obj2,321,278,0,1,400
CatapultAlt,1597,21,obj3,280,546,0,2,400
CatapultAlt,1597,21,obj2,268,441,0,3,400
CatapultAlt,1597,21,obj1,237,308,0,4,400
CatapultAlt,1597,21,obj2,342,270,0,5,400
CatapultAlt,1597,21,obj2,241,100,0,6,400
CatapultAlt,1597,21,obj2,254,115,0,7,400
CatapultAlt,1597,21,obj2,248,51,0,8,400
CatapultAlt,1597,21,obj2,253,148,0,9,400
CatapultAlt,1597,21,obj2,248,59,0,10,400
CatapultAlt,1597,21,obj2,296,90,1,11,400
Chaining,1597,22,obj2,40,61,0,1,100
Chaining,1597,22,obj2,58,34,0,2,100
Chaining,1597,22,obj2,541,39,0,3,100
Chaining,1597,22,obj1,561,59,0,4,100
Chaining,1597,22,obj2,564,39,0,5,100
Chaining,1597,22,obj3,47,32,0,6,100
Chaining,1597,22,obj1,58,27,1,7,100
Bridge,1597,23,obj1,553,62,0,1,100
Bridge,1597,23,obj1,142,154,0,2,100
Bridge,1597,23,obj2,295,538,0,3,100
Bridge,1597,23,obj2,301,536,1,4,100
Catapult,1597,24,obj3,431,549,0,1,100
Catapult,1597,24,obj3,442,533,0,2,100
Catapult,1597,24,obj2,450,562,0,3,100
Catapult,1597,24,obj2,163,374,0,4,100
Catapult,1597,24,obj3,158,318,0,5,100
Catapult,1597,24,obj3,398,462,0,6,100
Catapult,1597,24,obj3,460,444,0,7,100
Catapult,1597,24,obj3,520,454,0,8,100
Catapult,1597,24,obj3,459,437,0,9,100
Catapult,1597,24,obj1,463,503,0,10,100
Catapult,1597,24,obj2,461,457,0,11,100
Catapult,1597,24,obj2,433,294,0,12,100
Launch_A,1597,25,obj1,79,172,1,1,100
Towers_B,1597,26,obj2,274,203,0,1,100
Towers_B,1597,26,obj2,252,53,1,2,100
FridgeMagnet,1597,27,obj3,62,49,0,1,100
